source,transaction,city,page,title,price_text,price_dh,surface_m2,price_m2,rooms,bedrooms,bathrooms,location,url,raw_text
mubawab,vente,Casablanca,7,Appartement 180 m² 6eme étage Gauthier,2 600 000 DH,2600000.0,180.0,14444.44,5.0,4.0,2.0,,https://www.mubawab.ma/fr/a/8317965/appartement-180-m%C2%B2-6eme-%C3%A9tage-gauthier,"2 600 000 DH Appartement 180 m² 6eme étage Gauthier Gauthier, Casablanca 180 m² 5 Pièces 4 Chambres 2 Salles de bains Terrasse Garage Ascenseur Concierge Cheminée Cuisine équipée À vendre, magnifique appartement situé dans le très recherché quartier Gauthier, au 6ème et dernier étage d’un immeuble bien entretenu avec double ascenseur, offrant une superficie de 141 m² habitables, complétée par 39 m² de terrasse et 19 m² de parking ; ce bien lumineux se compose d’un spacieux salon avec salle à manger, d’une salle d’eau invités, d’une suite parentale avec salle de bain, de deux autres chambres avec salle de bain commune, d’u... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,Villa usage habitation ou commerciale sidi maarouf,6 810 000 DH,6810000.0,600.0,11350.0,8.0,4.0,4.0,,https://www.mubawab.ma/fr/a/8219465/villa-usage-habitation-ou-commerciale-sidi-maarouf,"6 810 000 DH Villa usage habitation ou commerciale sidi maarouf Sidi Maarouf, Casablanca 600 m² 8 Pièces 4 Chambres 4 Salles de bains Jardin Garage Entre-seul Sécurité Double vitrage Cuisine équipée Superbes prestations pour cette villa à vendre. Prix 6 800 000 DH. 4 chambres, 4 salles de bains, 600 m². 8 pièces lumineuses. Bon état. Profitez d'un beau jardin. Dispose également d'un garage. Venez découvrir sans hésiter cette villa à Sidi Maarouf. Tranquillité garantie avec fenêtres en double vitrage. Cuisine équipée. Soyez le premier à visiter cette villa en vente à Casablanca. Sécurité Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,Appartement en vente au quartier la villette. 2 chambres. ...,980 000 DH,980000.0,98.0,10000.0,4.0,2.0,2.0,,https://www.mubawab.ma/fr/a/8339811/appartement-en-vente-au-quartier-la-villette-2-chambres-service-de-concierge-et-climatisation,"980 000 DH Appartement en vente au quartier la villette. 2 chambres. ... Hay Palestine, Casablanca 98 m² 4 Pièces 2 Chambres 2 Salles de bains Garage Ascenseur Concierge Antenne parabolique Climatisation Cuisine équipée Four Appartement idéal à la vente. Prix 980 000 DH. 2 chambres, 2 salles de bains, superficie 98 m². 4 pièces. 3ème étage. Moins de 10 ans. Revêtement: Marbre. Nombreux équipements dont climatisation. La résidence dispose également d'un service de conciergerie. Cet appartement est proposé à la vente à Hay Palestine. Four. Ascenseur. Programmez dès maintenant votre visite pour cet appartement d'exception à Casablanca. Antenne parabolique. Cuisine ent... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,Appartement a vendre à ENNASSIM casa,Prix à consulter,,88.0,,1.0,3.0,2.0,,https://www.mubawab.ma/fr/a/8339804/appartement-a-vendre-%C3%A0-ennassim-casa,"Prix à consulter Appartement a vendre à ENNASSIM casa Nassim 1, Casablanca 88 m² 1 Pièce 3 Chambres 2 Salles de bains Terrasse Ascenseur Porte blindée سلام عليكم ورحمة الله وبركاته À vendre Bel appartement 3 chambres à ENNASSIM. CASABLANCA Idéalement situé à ENNASSIM, à seulement 10 minutes de Casanearshore. cet appartement est parfait pour une famille ou un investissement. Caractéristiques : Superficie : 88 mètre carré 3 chambres spacieuses Salon lumineux et agréable Cuisine Balcon Immeuble double façade (très bien ensoleillé) Situé au 2 ème étage d un immeuble calme de 3 é... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,Ain Diab Extension – Vente d’une Belle Villa 3 CH,7 950 000 DH,7950000.0,500.0,15900.0,5.0,3.0,2.0,,https://www.mubawab.ma/fr/a/8254674/ain-diab-extension-%E2%80%93-vente-d%E2%80%99une-belle-villa-3-ch,"7 950 000 DH Ain Diab Extension – Vente d’une Belle Villa 3 CH Ain Diab Extension, Casablanca 500 m² 5 Pièces 3 Chambres 2 Salles de bains Jardin Garage Vue sur mer Piscine Chambre rangement Entre-seul Salon Marocain Salon européen Cheminée Climatisation Sécurité Cuisine équipée VVC.802000 Ain Diab Extension – Vente d’une Belle Villa Moderne avec Vue Mer Superbe villa contemporaine située dans une résidence fermée et sécurisée, offrant un cadre de vie calme, élégant et à proximité immédiate de la corniche. Superficie du terrain : 322 m² Superficie habitable : environ 500 m² La villa bénéficie de très beaux volumes et se compose de : RDC : Double salon lumineux Séjour chaleureux Cuisine moderne Vestiai... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,Nouveau Projet de studios et Appartements a Partir de 940 00...,920 000 DH,920000.0,47.0,19574.47,3.0,,1.0,,https://www.mubawab.ma/fr/a/8303466/nouveau-projet-de-studios-et-appartements-a-partir-de-940-000-dhs-%C3%A0-l%E2%80%99hermitage-casablanca,"920 000 DH Nouveau Projet de studios et Appartements a Partir de 940 00... Tantonville, Casablanca 47 m² 3 Pièces 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Concierge Chambre rangement Antenne parabolique Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Four Studios Haut Standing – Quartier de L’Hermitage , Casablanca Best House Real Estate vous présente un nouveau projet immobilier situé à 1 min du tramway et du Bd Abdelmoumen — au cœur du quartier l’ Hermitage . Superficies disponibles (avec parking et box titré) : ️ 47 m² ——— > 940 000 dhs ️ 58 m² ——— > 1 150 000 dhs ️ 61 m² ——— > 1 180 000 dhs Finitions haut standing : ️ Marbre dans toutes les pièces ️ Revêtements muraux en boi... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,"Résidence haut standing à Casablanca Studios dès 1,2 MDH ave...",1 150 000 DH,1150000.0,46.0,25000.0,4.0,,1.0,,https://www.mubawab.ma/fr/a/8233945/r%C3%A9sidence-haut-standing-%C3%A0-casablanca-studios-d%C3%A8s-1-2-mdh-avec-espaces-verts-et-s%C3%A9curit%C3%A9-24h-24,"1 150 000 DH Résidence haut standing à Casablanca Studios dès 1,2 MDH ave... Bourgogne Est, Casablanca 46 m² 4 Pièces 1 Ch. 1 Salle de bain Jardin Terrasse Garage Ascenseur Concierge Chambre rangement Façade extérieure Antenne parabolique Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Four Best House Real Estate vous propose un programme immobilier haut standing, idéalement situé en plein centre-ville de Casablanca, au sein d’une résidence fermée et sécurisée offrant un cadre de vie unique entre nature, confort et élégance. Les atouts du projet : • Espaces verts et zones de détente • Salle de sport haut de gamme, spa & kids club • Balcons et terrasses privatives • Place de parking titrée & box de rangement Nos offres exclusi... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,Magnifique Opportunitée villa en vente à Polo Usage Profess...,8 500 DH,8500.0,1405.0,6.05,12.0,5.0,5.0,,https://www.mubawab.ma/fr/a/7893819/magnifique-opportunit%C3%A9e-villa-en-vente-%C3%A0-polo-usage-professionnel-et-habitation-a-seulement-8500-dhs-m-prix-dans-la-zone-entre-10-000-et-11-000-dhs,"8 500 DH Magnifique Opportunitée villa en vente à Polo Usage Profess... Polo, Casablanca 1405 m² 12 Pièces 5 Chambres 5 Salles de bains Jardin Terrasse Garage Ascenseur Vue sur mer Vue sur les montagnes Concierge Chambre rangement Meublé Salon Marocain Salon européen Antenne parabolique Cheminée Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Réfrigérateur Four Best House Real Estate vous propose une magnifique villa de 1405 m dans le quartier très prisé de polo . Magnifique opportunité le prix dans la zone est entre 10 000 et 11 000 dhs La villa a été construite dans les années 60 possibilité de garder la structure en la rénovant Rémunération: Vente : 2.5 % HT Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,7,En Vente: Opportunité à Saisir Appartement en Vente Neuf de...,1 500 000 DH,1500000.0,90.0,16666.67,8.0,3.0,3.0,,https://www.mubawab.ma/fr/a/8311036/en-vente-opportunit%C3%A9-%C3%A0-saisir-appartement-en-vente-neuf-de-3-ch-au-quartier-laymoune-casablanca-%C3%A0-seulement-2-000-000-dhs-dans-une-r%C3%A9sidence-ferm%C3%A9e-avec-piscine,"1 500 000 DH En Vente: Opportunité à Saisir Appartement en Vente Neuf de... Laymoune, Casablanca 90 m² 8 Pièces 3 Chambres 3 Salles de bains Jardin Garage Ascenseur Piscine Concierge Façade extérieure Antenne parabolique Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Four Best House Real Estate met en Vente un Magnifique appartement 3 chambres 3 Salles de bain de standing, situé dans une résidence fermée et sécurisée à Laymoune. Ce bien neuf e d’une surface de 124 m² et se trouve au sein d’un complexe résidentiel moderne disposant de jardins paysagers et d’une piscine. Composition : • Trois chambres confortables • Séjour spacieux et bien éclairé • Cuisine contemporaine • Salle(s) de bain fonctionnelle(s) • App... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Appartement à vendre à Aïn Sebaâ. Superficie 71 m². Ascenseu...,866 998 DH,866998.0,71,12211.24,3.0,2.0,2.0,,https://www.mubawab.ma/fr/pa/8162619/appartement-%C3%A0-vendre-%C3%A0-a%C3%AFn-seba%C3%A2-superficie-71-m%C2%B2-ascenseur-et-garage,"866 998 DH Appartement à vendre à Aïn Sebaâ. Superficie 71 m². Ascenseu... Aïn Sebaâ, Casablanca 71 m² 3 Pièces 2 Chambres 2 Salles de bains Garage Ascenseur Salon Marocain Cuisine équipée Agréable appartement à vendre. Prix 866 998 DH. 3 pièces, 2 salles de bains, surface 71 m². 2 chambres. Nouveau. Résidence bien équipée avec places de stationnement et ascenseur. Idéal si vous souhaitez acheter un appartement à Aïn Sebaâ. Cuisine entièrement équipée. Salon traditionnel marocain. Contactez-nous si vous êtes intéressé par cet appartement à Casablanca Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,A VENDRE SUR AIN SEBAA. Appartement 103m²,1 040 000 DH,1040000.0,103,10097.09,4.0,3.0,2.0,,https://www.mubawab.ma/fr/pa/8286565/a-vendre-sur-ain-sebaa-appartement-103m%C2%B2,"1 040 000 DH A VENDRE SUR AIN SEBAA. Appartement 103m² Aïn Sebaâ, Casablanca 103 m² 4 Pièces 3 Chambres 2 Salles de bains Terrasse Garage Ascenseur Concierge Chambre rangement Salon Marocain Salon européen Antenne parabolique Climatisation Sécurité Cuisine équipée Four APPARTEMENT A VENDRE Prix 1040 000 DH. 3 pièces, 2 salles de bains, superficie 103m² terrasse. 3 chambres à coucher. Projet neuf. belle terrasse. Confort et tradition avec un beau salon marocain. Le bien dispose également d'une antenne parabolique et la résidence est sécurisée. Cet appartement est proposé à la vente à Aïn Sebaâ. Très belle Terrasse. La résidence est équipée d'un ascenseur et d'un parking. Confort et sécurité avec service de c... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Superbe appartement à vendre. Superficie 81 m²,Prix à consulter,,81,,3.0,2.0,2.0,,https://www.mubawab.ma/fr/pa/7937017/superbe-appartement-%C3%A0-vendre-superficie-81-m%C2%B2,"Prix à consulter Superbe appartement à vendre. Superficie 81 m² Hay Hassani, Casablanca 81 m² 3 Pièces 2 Chambres 2 Salles de bains Piscine Sécurité Au cœur de Casablanca, à 5 min du Morocco Mall, se dresse le projet immobilier ANAÉ, une véritable ode à l’excellence résidentielle. Signé Héritage Immobilier, ce projet est le fruit d’une passion pour le bien-être et le mieux-vivre. Plus qu’un simple ensemble résidentiel, ANAÉ est une réponse concrète aux besoins des citadins qui recherchent à la fois fonctionnalité et proximité. Verdure et bleu océanique, confort et tranquillité, équipements e... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,A Vendre Résidence Donzac Rez de Jardin 313 m2,5 400 000 DH,5400000.0,313,17252.4,4.0,3.0,2.0,,https://www.mubawab.ma/fr/a/8251045/a-vendre-r%C3%A9sidence-donzac-rez-de-jardin-313-m2,"5 400 000 DH A Vendre Résidence Donzac Rez de Jardin 313 m2 Ain Diab Extension, Casablanca 313 m² 4 Pièces 3 Chambres 2 Salles de bains Jardin Garage Ascenseur Vue sur mer Concierge Chambre rangement Façade extérieure Salon européen Antenne parabolique Cheminée Climatisation Chauffage central Porte blindée Cuisine équipée Réfrigérateur Four Machine à laver EXCLUSIVITE YAKEEY AIN DIAB CASABLANCA - VENTE D'UN SUPERBE APPARTEMENT DE 167 M² PLUS 125 M² DE JARDIN PRIVATIF ET 21 M² DE PARKING & CAVE - VUE SUR JARDIN & OCÉAN - 5.400.000 DHS À proximité immédiate de la plage, au coeur de la plus prestigieuse résidence fermée de Ain Diab (parc paysagé, aires de jeux, sécurité 24/24, parking visiteurs, etc...), vente d'un superbe appartement traversant offrant une surface habitable de 167 m² a... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Superbe Appartement 3 ch Terrasse Vue Mer AIN DIAB,5 500 000 DH,5500000.0,205,26829.27,5.0,3.0,3.0,,https://www.mubawab.ma/fr/a/8312916/superbe-appartement-3-ch-terrasse-vue-mer-ain-diab,"5 500 000 DH Superbe Appartement 3 ch Terrasse Vue Mer AIN DIAB Ain Diab, Casablanca 205 m² 5 Pièces 3 Chambres 3 Salles de bains Jardin Terrasse Garage Ascenseur Vue sur mer Concierge Chambre rangement Façade extérieure Salon européen Antenne parabolique Cheminée Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes Superbe appartement 3 chambres espace personnel avec grande terrasse, jardin et vue mer Aïn Diab Dans l’un des secteurs les plus recherchés de Aïn Diab, au sein d’une résidence de standing entourée de plusieurs milliers de m² de jardins, découvrez ce très bel appartement en étage élevé, offrant calme, lumière et une qualité de vie rare. Depuis la terrasse, profitez d’une vue dégagée sur les jardins de la résidence et d’un joli aperçu sur l... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Magnifique appartement moderne,6 500 000 DH,6500000.0,260,25000.0,5.0,4.0,4.0,,https://www.mubawab.ma/fr/a/8215831/magnifique-appartement-moderne,"6 500 000 DH Magnifique appartement moderne Racine, Casablanca 260 m² 5 Pièces 4 Chambres 4 Salles de bains Terrasse Garage Ascenseur Concierge Chambre rangement Chauffage central Sécurité Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes À Vendre – Appartement d’exception au dernier étage – Quartier Racine Situé au dernier étage d’un immeuble récent au cœur du prestigieux quartier Racine, cet appartement rare sur le marché se distingue par son élégance et la qualité de ses prestations. Aménagé et décoré par un architecte d’intérieur, il offre des espaces raffinés où chaque détail a été pensé avec soin. Le mobilier et les finitions, choisis auprès de grandes enseignes, appor... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,EXCLUSIVITÉ Villa de Prestige à Californie,24 000 000 DH,24000000.0,2000,12000.0,8.0,5.0,5.0,Californie Californie,https://www.mubawab.ma/fr/a/8255750/exclusivit%C3%A9-villa-de-prestige-%C3%A0-californie,"24 000 000 DH EXCLUSIVITÉ Villa de Prestige à Californie Californie, Casablanca 2000 m² 8 Pièces 5 Chambres 5 Salles de bains Jardin Terrasse Garage Piscine Concierge Entre-seul Salon Marocain Cheminée Cuisine équipée EXCLUSIVITÉ – Casa Immo Store Villa de Prestige à Californie – Boulevard de La Mecque Superficie du terrain : 2 000 m² Casa Immo Store vous propose une propriété d’exception située dans l’un des secteurs les plus recherchés de Californie, sur le Boulevard de La Mecque, à proximité immédiate de l’École Américaine. Une adresse prestigieuse alliant luxe, modernité et tranquillité absolue. Rez-de-chaussée : Triple salon lumineux ave... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Exclusivite bel appartement vue mer,3 230 000 DH,3230000.0,150,21533.33,4.0,3.0,3.0,,https://www.mubawab.ma/fr/a/8236484/exclusivite-bel-appartement-vue-mer,"3 230 000 DH Exclusivite bel appartement vue mer Ain Diab, Casablanca 150 m² 4 Pièces 3 Chambres 3 Salles de bains Terrasse Garage Ascenseur Concierge Façade extérieure Salon Marocain Salon européen Climatisation Chauffage central Sécurité Cuisine équipée Four À vendre – Bel appartement avec terrasse et vue mer latérale à Ain Diab Situé dans une résidence sécurisée au cœur d’un quartier calme et résidentiel d’Ain Diab, à proximité immédiate de la Corniche et de la zone villas, cet appartement spacieux de 130 m² avec 11 m² de terrasse offre confort et luminosité. Il se compose comme suit : • Une entrée accueillante, • Un grand salon lumineux ouvrant sur une terrasse avec vue latérale sur la me... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Appartement 2 chambres salon à vendre à Casablanca,960 984 DH,960984.0,75,12813.12,3.0,2.0,,vendre à Casablanca Hay Hassani,https://www.mubawab.ma/fr/pa/8004362/appartement-2-chambres-salon-%C3%A0-vendre-%C3%A0-casablanca,"960 984 DH Appartement 2 chambres salon à vendre à Casablanca Hay Hassani, Casablanca 75 m² 3 Pièces 2 Chambres Climatisation Cuisine équipée Four Missimi Living un nouveau standard de confort en plein cœur de la ville de Casablanca. Situé au quartier de Hay Hassani, à 2 pas de Marjane et à 6 min de la station du tramway, ce projet unique incarne l'alliance parfaite entre design moderne, prestations de standing et cadre de vie raffiné. Chaque détail du projet Missimi Living a été soigneusement pensé pour offrir un cadre de vie incomparable. L’architecture contemporaine et élégante est... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Superbe appartement à vendre à Plateau Al Batha. 2 belles ch...,1 459 000 DH,1459000.0,73,19986.3,,2.0,1.0,,https://www.mubawab.ma/fr/pa/8299850/superbe-appartement-%C3%A0-vendre-%C3%A0-plateau-al-batha-2-belles-chambres,"1 459 000 DH Superbe appartement à vendre à Plateau Al Batha. 2 belles ch... Riviera, Casablanca 73 m² 2 Chambres 1 Salle de bain Appartement idéal à la vente. Prix 1 459 000 DH. 2 chambres, 1 salle de bains, superficie 73 m². Venez découvrir cet appartement à vendre à Plateau (Al Batha), Casablanca Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Appartement 84m² à vendre à Sidi Moumen,675 000 DH,675000.0,84,8035.71,4.0,3.0,1.0,vendre à Sidi Moumen Sidi Moumen,https://www.mubawab.ma/fr/pa/8299927/appartement-84m%C2%B2-%C3%A0-vendre-%C3%A0-sidi-moumen,"675 000 DH Appartement 84m² à vendre à Sidi Moumen Sidi Moumen, Casablanca 84 m² 4 Pièces 3 Chambres 1 Salle de bain Le projet El Menzeh s’inscrit dans une vision moderne de l’habitat urbain, en proposant un ensemble harmonieux de commerces de proximité et d’appartements de moyen standing, conçus pour répondre aux besoins des familles et des investisseurs à la recherche d’un excellent rapport qualité-prix. Éligible au Nouveau Programme d’Aide au Logement, El Menzeh représente une opportunité idéale pour accéder à la propriété dans des conditions avantageuses... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Vend appartement à Hay Hassani Surface de 86 m²,Prix à consulter,,86,,3.0,2.0,2.0,,https://www.mubawab.ma/fr/pa/7938266/vend-appartement-%C3%A0-hay-hassani-surface-de-86-m%C2%B2,"Prix à consulter Vend appartement à Hay Hassani Surface de 86 m² Hay Hassani, Casablanca 86 m² 3 Pièces 2 Chambres 2 Salles de bains Piscine Sécurité Au cœur de Casablanca, à 5 min du Morocco Mall, se dresse le projet immobilier ANAÉ, une véritable ode à l’excellence résidentielle. Signé Héritage Immobilier, ce projet est le fruit d’une passion pour le bien-être et le mieux-vivre. Plus qu’un simple ensemble résidentiel, ANAÉ est une réponse concrète aux besoins des citadins qui recherchent à la fois fonctionnalité et proximité. Verdure et bleu océanique, confort et tranquillité, équipements e... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Vend appartement à Hermitage. Surface totale 65 m²,1 075 000 DH,1075000.0,65,16538.46,2.0,,,,https://www.mubawab.ma/fr/pa/8334334/vend-appartement-%C3%A0-hermitage-surface-totale-65-m%C2%B2,"1 075 000 DH Vend appartement à Hermitage. Surface totale 65 m² Hermitage, Casablanca 65 m² 2 Pièces Garage Ascenseur Concierge Antenne parabolique Climatisation Sécurité Présentation : SOLARIS est une résidence moderne en R+4 implantée à Anoual, dans un secteur dynamique en pleine évolution à Casablanca. Conçue avec une approche architecturale soignée, elle se distingue par une orientation Sud-Ouest offrant une luminosité naturelle et optimale tout au long de la journée.Le projet comprend des appartements de type F3 et F4, pensés pour répondre aux différents besoins des familles et des ménages en quête d’espace e... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,A vendre villa a californie,7 000 000 DH,7000000.0,440,15909.09,8.0,5.0,4.0,,https://www.mubawab.ma/fr/a/8313944/a-vendre-villa-a-californie,"7 000 000 DH A vendre villa a californie Ain Chock, Casablanca 440 m² 8 Pièces 5 Chambres 4 Salles de bains Jardin Terrasse Garage Chambre rangement Salon Marocain Salon européen Antenne parabolique Cheminée Villa de prestige à vendre. Prix 7 000 000 DH. 5 chambres à coucher, 4 salles de bains, 440 m². 8 pièces. Moins de 30 ans. Revêtement: Marbre. Confort et tradition avec un beau salon marocain. Le bien dispose également d'une antenne parabolique. Venez découvrir sans hésiter cette villa à Ain Chock. Jardin et terrasse propices à la détente. Profitez du confort d'une belle cheminée. Pour visiter cette villa à vendre à Casablanca. Spacieux salon e... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Studio premium a saisir,1 120 000 DH,1120000.0,50,22400.0,1.0,,1.0,,https://www.mubawab.ma/fr/a/7987999/studio-premium-a-saisir,"1 120 000 DH Studio premium a saisir Oasis, Casablanca 50 m² 1 Pièce 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Concierge Meublé Antenne parabolique Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Four optez pour des studios contemporains sur quartier oasis dotés d'un design d'exception. Magnifique studio de luxe entièrement équipé avec des finitions modernes et de qualité supérieure,il se compose d'une cuisine moderne américaine,d'un salon spacieux et lumineux avec balcon une grande chambre à coucher avec placards intégrés, une salle de bain avec une douche a l’italienne. achetez votre appartement dans une résidence premium au coeur de c... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Studio premium avec terrasse,1 220 000 DH,1220000.0,65,18769.23,1.0,,1.0,,https://www.mubawab.ma/fr/a/8100263/studio-premium-avec-terrasse,"1 220 000 DH Studio premium avec terrasse Palmier, Casablanca 65 m² 1 Pièce 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Meublé Salon européen Antenne parabolique Climatisation Chauffage central Sécurité Cuisine équipée optez pour des appartements contemporains sur quartier palmier dotés d'un design d'exception. Magnifique studio de luxe avec terrasse entièrement équipé avec des finitions modernes et de qualité supérieure,il se compose d'une cuisine moderne américaine,d'un salon spacieux et lumineux aevc balcon une grande chambre à coucher avec placards intégrés, une salle de bain avec une douche a l’italienne. achetez votre appartement dans une résidence... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Appartement premium à saisir,1 730 000 DH,1730000.0,87,19885.06,2.0,2.0,2.0,,https://www.mubawab.ma/fr/a/8010682/appartement-premium-%C3%A0-saisir,"1 730 000 DH Appartement premium à saisir Ferme Bretonne (Hay Arraha), Casablanca 87 m² 2 Pièces 2 Chambres 2 Salles de bains Terrasse Garage Ascenseur Concierge Meublé Climatisation Sécurité Cuisine équipée Magnifique appartement de luxe entièrement équipé avec des finitions modernes et de qualité supérieure il se compose d'une cuisine moderne séparée , d'un salon lumineux avec une terrasse ,2 chambres à coucher spacieuse dont une suite parentale avec placards intégrés et sdb avec une douche à l’italienne plus d'une salle de bain élégante. nb: une place de parking titrée et un box 15m2 achetez votre appartement dans une résidence premium au co... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Studio premium avec terrasse,1 320 000 DH,1320000.0,94,14042.55,1.0,,1.0,,https://www.mubawab.ma/fr/a/8134180/studio-premium-avec-terrasse,"1 320 000 DH Studio premium avec terrasse Oasis, Casablanca 94 m² 1 Pièce 1 Ch. 1 Salle de bain Jardin Terrasse Garage Ascenseur Meublé Climatisation Cuisine équipée Magnifique Studio de luxe avec terrasse entièrement équipé avec des finitions modernes et de qualité supérieure, il se compose d'une cuisine moderne américaine, d'un salon spacieux avec balcon, d'une grande chambre et d’une salle de bain avec une douche à l’italienne achetez votre studio dans une résidence premium au coeur de casablanca et profitez d'un rendement locatif de 10% assurés dès l'achat. Honoraires d'agence 1% Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Studio premium à saisir sans vis a vis,1 220 000 DH,1220000.0,65,18769.23,1.0,,1.0,saisir sans vis a vis Palmier,https://www.mubawab.ma/fr/a/8212440/studio-premium-%C3%A0-saisir-sans-vis-a-vis,"1 220 000 DH Studio premium à saisir sans vis a vis Palmier, Casablanca 65 m² 1 Pièce 1 Ch. 1 Salle de bain Terrasse Ascenseur Salon Marocain Climatisation Cuisine équipée Four Machine à laver Magnifique Studio de luxe avec terrasse entièrement équipé avec des finitions modernes et de qualité supérieure, il se compose d'une cuisine moderne américaine, d'un salon spacieux , d'une grande chambre avec terrasse et d’une salle de bain avec une douche à l’italienne achetez votre studio dans une résidence premium au coeur de casablanca et profitez d'un rendement locatif de 10% assurés dès l'achat. Honoraires d'agence 1% Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Studio premium à saisir,1 180 000 DH,1180000.0,45,26222.22,1.0,,1.0,,https://www.mubawab.ma/fr/a/7992513/studio-premium-%C3%A0-saisir,"1 180 000 DH Studio premium à saisir Ferme Bretonne (Hay Arraha), Casablanca 45 m² 1 Pièce 1 Ch. 1 Salle de bain Garage Ascenseur Concierge Meublé Salon Marocain Salon européen Antenne parabolique Cheminée Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes optez pour des studios contemporains sur quartier les Hopitaux dotés d'un design d'exception. Magnifique Studio de luxe entièrement équipé avec des finitions modernes et de qualité supérieure,il se compose d'une cuisine moderne américaine,d'un salon spacieux et lumineux, d'une grande chambre à coucher avec placards intégrés et d'une salle de bain élégante. achetez votre studio dans une résidence premium au coeur de casablanca et profitez d'... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Appartement premium à saisir,1 900 000 DH,1900000.0,96,19791.67,2.0,2.0,2.0,saisir Palmier,https://www.mubawab.ma/fr/a/7857210/appartement-premium-%C3%A0-saisir,"1 900 000 DH Appartement premium à saisir Palmier, Casablanca 96 m² 2 Pièces 2 Chambres 2 Salles de bains Garage Ascenseur Concierge Meublé Antenne parabolique Cheminée Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Magnifique appartement de luxe entièrement équipé avec des finitions modernes et de qualité supérieure il se compose d'une cuisine moderne , d'un salon lumineux , deux chambres à coucher spacieuse , 2 salles de bain avec une douche à l’italienne. achetez votre studio dans une résidence premium au coeur de casablanca et profitez d'un rendement locatif de 9% assurés dès l'achat. Honoraires d'agence 1% Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,8,Studio premium à saisir,1 320 000 DH,1320000.0,49,26938.78,1.0,,1.0,saisir Palmier,https://www.mubawab.ma/fr/a/8212446/studio-premium-%C3%A0-saisir,"1 320 000 DH Studio premium à saisir Palmier, Casablanca 49 m² 1 Pièce 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Climatisation Cuisine équipée optez pour des appartements contemporains sur quartier palmier dotés d'un design d'exception. Magnifique studio de luxe entièrement équipé avec des finitions modernes et de qualité supérieure,il se compose d'une cuisine moderne américaine,d'un salon spacieux et lumineux aevc balcon une grande chambre à coucher avec placards intégrés, une salle de bain avec une douche a l’italienne. achetez votre appartement dans une résidence premium au coe... Contacter Appelez WhatsApp"
