category,osm_id,osm_type,name,subtype,lat,lon,address,city,phone,website,dist_motorway_m,dist_primary_m,dist_secondary_m,road_accessibility_score
banque_finance,5640459152,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5413589,-7.6417744,,,,,4259.0,246.0,52.0,0.413
banque_finance,5640550652,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.6087512,-7.5010067,,,,,4862.0,381.0,28.0,0.453
banque_finance,5640584138,node,BMCI Bank,bank,33.5700065,-7.6433314,Boulevard Ibrahim Roudani,,,,7087.0,34.0,103.0,0.746
banque_finance,5640584141,node,Banque Populaire البنك الشعبي,bank,33.5702468,-7.6431866,Boulevard Ibrahim Roudani,,,,7106.0,46.0,131.0,0.726
banque_finance,5640584148,node,Attijariwafa Bank التجاري وفا بنك,bank,33.576042,-7.6343291,Rue le Titien,,,,7444.0,328.0,12.0,0.48
banque_finance,5640584153,node,BMCI Bank,bank,33.5747464,-7.6347689,Rue Montaigne,,,,7316.0,392.0,14.0,0.477
banque_finance,5640584154,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5750955,-7.6346346,Avenue Stendhal شارع ستندال,,,,7350.0,372.0,30.0,0.45
banque_finance,5640584191,node,Crédit du Maroc مصرف المغرب,bank,33.5701412,-7.6437995,Boulevard Brahim Roudani شارع ابراهيم الروداني,,,,7118.0,13.0,88.0,0.779
banque_finance,5640584207,node,Barid Cash,atm,33.5744951,-7.6403394,Boulevard Ibrahim Roudani,,,,7449.0,25.0,102.0,0.76
banque_finance,5640584212,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5774833,-7.6378306,Boulevard Ibrahim Roudani,,,,7689.0,17.0,33.0,0.773
banque_finance,5640584527,node,Banque Populaire البنك الشعبي,bank,33.5705597,-7.6434441,Boulevard Ibrahim Roudani,,,,7148.0,52.0,144.0,0.717
banque_finance,5640584528,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5709817,-7.6431243,Boulevard Ibrahim Roudani,,,,7179.0,12.0,200.0,0.781
banque_finance,5640584532,node,CIH Bank القرض العقاري والسياحي,bank,33.5739508,-7.6407869,,,,,7406.0,14.0,30.0,0.778
banque_finance,5640623473,node,Saham Bank سهام بنك,bank,33.6081369,-7.5029151,Boulevard Souhaib Arroumi,,,,4809.0,467.0,18.0,0.47
banque_finance,5640731999,node,Banque Populaire البنك الشعبي,bank,33.5727112,-7.6381406,,,,,7194.0,250.0,20.0,0.467
banque_finance,5640732000,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5728443,-7.6384477,Rue Bachir Laalej زنقة البشير العلج,,,,7217.0,218.0,14.0,0.477
banque_finance,5640761900,node,Cima,bank,33.6041952,-7.5196165,Avenue Moulay Mohamed Baamrani,,,,4803.0,210.0,22.0,0.464
banque_finance,5641942760,node,Al Barid Bank,bank,33.5777678,-7.6252587,Boulevard Abdelmoumen,,,,7455.0,638.0,22.0,0.463
banque_finance,5642020604,node,Attijariwafa Bank التجاري وفا بنك,bank,33.6058918,-7.5146887,Boulevard Ahmed Ben Bassou,,,,4806.0,498.0,31.0,0.448
banque_finance,5642022158,node,Banque Populaire البنك الشعبي,bank,33.6070412,-7.5151151,Boulevard Ahmed Ben Bassou,,,,4940.0,397.0,9.0,0.485
banque_finance,5642023541,node,Saham Bank سهام بنك,bank,33.5983565,-7.4854915,Boulevard du Maghreb Arabe,,,,3382.0,28.0,30.0,0.755
banque_finance,5642146142,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.606705,-7.5176485,,,,,4987.0,330.0,10.0,0.483
banque_finance,5642146147,node,CIH Bank القرض العقاري والسياحي,bank,33.6070121,-7.5169665,Boulevard Abou Dhar Al-Ghifari,,,,4996.0,322.0,6.0,0.49
banque_finance,5642566940,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5722359,-7.6230688,,,,,6817.0,977.0,15.0,0.475
banque_finance,5642566941,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5722259,-7.6218751,Avenue Idriss 1er,,,,6801.0,1025.0,57.0,0.405
banque_finance,5642716194,node,Saham Bank سهام بنك,bank,33.6077281,-7.5358929,Boulevard Chefchaoui,,,,5915.0,335.0,15.0,0.475
banque_finance,5648037297,node,Saham Bank سهام بنك,bank,33.593286,-7.6038104,Boulevard de la Résistance,,,,7885.0,9.0,20.0,0.786
banque_finance,5648099056,node,Crédit Agricole du Maroc القرض الفلاحي للمغرب,bank,33.5724548,-7.5971827,Boulevard Mohammed VI,,,,5551.0,16.0,51.0,0.774
banque_finance,5648099071,node,CIH Bank القرض العقاري والسياحي,bank,33.5770941,-7.5994277,Boulevard Mohammed VI,,,,6101.0,14.0,75.0,0.778
banque_finance,5648099076,node,Saham Bank سهام بنك,bank,33.5744124,-7.5981188,Boulevard Mohammed VI,,,,5782.0,34.0,245.0,0.746
banque_finance,5648099083,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5717441,-7.5966731,Boulevard el Fida,,,,5459.0,9.0,17.0,0.786
banque_finance,5648126114,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5618758,-7.5975864,Boulevard Bouchaib Doukkali,,,,4592.0,26.0,51.0,0.758
banque_finance,5648126115,node,CIH Bank القرض العقاري والسياحي,bank,33.5619373,-7.5973302,Boulevard Bouchaib Doukkali,,,,4582.0,27.0,27.0,0.757
banque_finance,5648126116,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5556275,-7.5984366,Boulevard Panoramique,,,,4118.0,330.0,19.0,0.468
banque_finance,5648126117,node,Saham Bank سهام بنك,bank,33.5556733,-7.5983414,Boulevard Panoramique,,,,4116.0,323.0,22.0,0.463
banque_finance,5649658380,node,Banque Populaire البنك الشعبي,bank,33.5568758,-7.6019302,Zanqat 17,,,,4446.0,105.0,98.0,0.632
banque_finance,5649732660,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5547759,-7.600223,,,,,4171.0,370.0,11.0,0.482
banque_finance,5650123826,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5477379,-7.5896819,,,,,2924.0,286.0,32.0,0.447
banque_finance,5650242192,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5451873,-7.5950249,Boulevard de Taza,,,,3117.0,449.0,10.0,0.483
banque_finance,5650301255,node,Attijariwafa Bank التجاري وفا بنك,bank,33.580699,-7.6174601,Rue Sebta,,,,7376.0,239.0,218.0,0.418
banque_finance,5650301258,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5702136,-7.615304,,,,,6371.0,913.0,18.0,0.47
banque_finance,5650301261,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5734135,-7.6126695,,,,,6469.0,1081.0,59.0,0.402
banque_finance,5650301262,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.5796674,-7.6174189,Rue Sebta,,,,7284.0,352.0,213.0,0.237
banque_finance,5650320193,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5708368,-7.5608267,,,,,4027.0,304.0,54.0,0.41
banque_finance,5650331137,node,Crédit Agricole du Maroc القرض الفلاحي للمغرب,bank,33.5474216,-7.5913288,Boulevard El Khalil,,,,3010.0,407.0,15.0,0.475
banque_finance,5650331142,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.547359,-7.5979471,Boulevard El Khalil,,,,3467.0,754.0,24.0,0.46
banque_finance,5650331152,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5474026,-7.5981215,Boulevard El Khalil,,,,3480.0,763.0,13.0,0.478
banque_finance,5650331157,node,Saham Bank سهام بنك,bank,33.5478855,-7.5995216,Boulevard El Khalil,,,,3592.0,854.0,21.0,0.465
banque_finance,5652211902,node,Banque Populaire البنك الشعبي,bank,33.5466571,-7.6311542,Route de La Mecque,,,,4256.0,437.0,25.0,0.458
banque_finance,5652211903,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.5461407,-7.6314318,Route de La Mecque,,,,4214.0,490.0,17.0,0.472
banque_finance,5652472141,node,Saham Bank سهام بنك,bank,33.5325502,-7.615183,Boulevard Al Quds,,,,2348.0,28.0,359.0,0.755
banque_finance,5652472150,node,CIH,bank,33.532396,-7.6155075,Boulevard Al Quds,,,,2334.0,34.0,392.0,0.746
banque_finance,5652472155,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.5276134,-7.6130936,,,,,1791.0,353.0,333.0,0.235
banque_finance,5652530474,node,Crédit Agricole du Maroc,bank,33.5427561,-7.5855178,Boulevard Al Quds,,,,2263.0,17.0,245.0,0.773
banque_finance,5652530475,node,,bank,33.5427919,-7.5853756,Boulevard Al Quds,,,,2256.0,17.0,259.0,0.773
banque_finance,5652534529,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5691897,-7.6148196,Boulevard d'Anoual,,,,6258.0,800.0,17.0,0.472
banque_finance,5652589222,node,Saham Bank سهام بنك,bank,33.54322,-7.5853407,Boulevard al Quds,,,,2286.0,19.0,275.0,0.77
banque_finance,5652589230,node,Mega Change,bureau_de_change,33.543998,-7.5835846,Boulevard al Quds,,,,2233.0,14.0,393.0,0.778
banque_finance,5652654439,node,BMCI Bank,bank,33.568631,-7.6258139,Allée de Persée,,,,6462.0,514.0,16.0,0.473
banque_finance,5653989624,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5333216,-7.6144293,Boulevard Al Quds,,,,2429.0,22.0,265.0,0.765
banque_finance,5653989629,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.5326039,-7.6159756,Boulevard Al Quds,,,,2362.0,16.0,426.0,0.774
banque_finance,5654030253,node,Banque Populaire البنك الشعبي,bank,33.5760929,-7.6521599,Boulevard Ghandi,,,,7668.0,41.0,354.0,0.734
banque_finance,5654030254,node,Crédit du Maroc مصرف المغرب,bank,33.5760415,-7.6520218,Boulevard Ghandi,,,,7665.0,33.0,366.0,0.747
banque_finance,5654030255,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5762594,-7.6523249,Boulevard Ghandi,,,,7683.0,29.0,339.0,0.754
banque_finance,5654031755,node,CFG Bank,atm,33.5868142,-7.6490762,Boulevard Abdelkrim Elkhattabi,,,,8893.0,7.0,20.0,0.789
banque_finance,5654105792,node,Banque Populaire البنك الشعبي,bank,33.5696635,-7.622783,Boulevard d'Anoual,,,,6530.0,738.0,12.0,0.48
banque_finance,5654316286,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5364986,-7.5957544,,,,,2293.0,436.0,77.0,0.372
banque_finance,5654598219,node,Saham Bank سهام بنك,bank,33.5364203,-7.6020777,Boulevard Dakhla,,,,2478.0,144.0,393.0,0.57
banque_finance,5654603734,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5361867,-7.6019892,Boulevard Dakhla,,,,2450.0,171.0,402.0,0.526
banque_finance,5654603744,node,Al Barid Bank,bank,33.5370721,-7.5996141,,,,,2472.0,228.0,166.0,0.435
banque_finance,5654630214,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5948634,-7.6198862,Place Maréchal,Casablanca,,,8778.0,192.0,12.0,0.493
banque_finance,5654832263,node,Saham Bank سهام بنك,bank,33.5689349,-7.6030286,Boulevard el Fida,,,,5522.0,619.0,13.0,0.478
banque_finance,5654832281,node,Credit Agricole du Maroc,bank,33.5689775,-7.6035315,Boulevard el Fida,,,,5553.0,660.0,14.0,0.477
banque_finance,5654904142,node,Banque Populaire البنك الشعبي,bank,33.5716799,-7.6057403,Rue de Beni M'guild,,,,5917.0,735.0,12.0,0.48
banque_finance,5654904148,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5698445,-7.6026389,,,,,5582.0,545.0,29.0,0.452
banque_finance,5654904149,node,BMCI Bank,bank,33.5699054,-7.6024076,Rue de Beni M'guild,,,,5575.0,522.0,11.0,0.482
banque_finance,5655031703,node,Currency Exchange Point,bureau_de_change,33.5384202,-7.6014809,Boulevard al Quds,,,,2669.0,44.0,225.0,0.73
banque_finance,5655194959,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.535032,-7.5966489,Avenue Mamar Tichka,,,,2168.0,549.0,90.0,0.35
banque_finance,5655260589,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.5358536,-7.6018296,Boulevard Dakhla,,,,2411.0,210.0,412.0,0.464
banque_finance,5656492168,node,Banque Populaire البنك الشعبي,bank,33.5882841,-7.6443173,Avenue Moulay Rachid شارع مولاي رشيد,,,,9018.0,18.0,17.0,0.771
banque_finance,5656492175,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5896324,-7.6404499,Rue d'Ain Harrouda,,,,9052.0,35.0,16.0,0.744
banque_finance,5656492182,node,CIH Bank القرض العقاري والسياحي,bank,33.5742559,-7.6501487,Boulevard Ghandi شارع غاندي,,,,7508.0,14.0,317.0,0.778
banque_finance,5656714930,node,BMCI Bank,bank,33.5762717,-7.6529928,Boulevard Ghandi,,,,7672.0,34.0,277.0,0.746
banque_finance,5656714931,node,Crédit du Maroc مصرف المغرب,bank,33.5764281,-7.6531738,Boulevard Ghandi,,,,7686.0,38.0,262.0,0.739
banque_finance,5656714933,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5784516,-7.6554564,,,,,7872.0,26.0,25.0,0.758
banque_finance,5656714939,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5794443,-7.6564519,Boulevard Ghandi شارع غاندي,,,,7967.0,23.0,103.0,0.763
banque_finance,5656714973,node,BMCI Bank,bank,33.5812,-7.6597616,Boulevard Ghandi شارع غاندي,,,,8124.0,35.0,208.0,0.744
banque_finance,5656937384,node,Wafa Cash,bank,33.564569,-7.6092084,Avenue 2 Mars,,,,5527.0,251.0,14.0,0.477
banque_finance,5656937395,node,Banque Populaire البنك الشعبي,bank,33.5685092,-7.6037219,Boulevard el Fida,,,,5523.0,690.0,11.0,0.482
banque_finance,5656937400,node,Crédit du Maroc مصرف المغرب,bank,33.5692031,-7.6025981,Boulevard el Fida,,,,5522.0,571.0,27.0,0.455
banque_finance,5656937405,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5694869,-7.602118,Boulevard el Fida,,,,5521.0,518.0,9.0,0.485
banque_finance,5656943146,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5626715,-7.6094109,Avenue 2 Mars,,,,5392.0,43.0,34.0,0.731
banque_finance,5656943147,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.562838,-7.6094404,,,,,5407.0,62.0,43.0,0.701
banque_finance,5656943148,node,Banque Populaire البنك الشعبي,bank,33.5631604,-7.6094706,Avenue 2 Mars,,,,5434.0,98.0,25.0,0.643
banque_finance,5656943149,node,CIH Bank القرض العقاري والسياحي,bank,33.5634392,-7.6095262,Avenue 2 Mars,,,,5459.0,129.0,15.0,0.594
banque_finance,5656943150,node,BMCI Bank,bank,33.563865,-7.6095691,Avenue 2 Mars,,,,5495.0,177.0,25.0,0.517
banque_finance,5656943156,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5676197,-7.6057718,,,,,5564.0,560.0,26.0,0.457
banque_finance,5657021369,node,Bank Assafa بنك الصفاء,bank,33.5707941,-7.6464653,Boulevard Ghandi,,,,7224.0,24.0,172.0,0.762
banque_finance,5657167257,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.5875695,-7.6158267,Boulevard Rahal El Meskini,,,,7896.0,476.0,12.0,0.48
banque_finance,5657167258,node,Banque Populaire البنك الشعبي,bank,33.5875003,-7.615411,Boulevard Rahal El Meskini,,,,7868.0,464.0,16.0,0.473
banque_finance,5657167262,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5868713,-7.6158388,Rue Hadj Omar Riffi,,,,7833.0,399.0,33.0,0.445
banque_finance,5657167266,node,Saham Bank سهام بنك,bank,33.5860256,-7.6146385,Rue Ichbilia,,,,7692.0,302.0,10.0,0.483
banque_finance,5657167268,node,BMCI البنك المغربي للتجارة والصناعة,bank,33.5850491,-7.6159729,Avenue Mers Sultan,,,,7675.0,206.0,20.0,0.47
banque_finance,5657167273,node,Banque Populaire البنك الشعبي,bank,33.5835766,-7.6131392,Boulevard de la Résistance,,,,7390.0,16.0,185.0,0.774
banque_finance,5657167277,node,Al Barid Bank,bank,33.5836872,-7.6142697,Rue Lel Yamama,,,,7460.0,44.0,92.0,0.73
banque_finance,5657167286,node,Crédit du Maroc مصرف المغرب,bank,33.584019,-7.6105119,Boulevard de la Résistance,,,,7294.0,7.0,18.0,0.789
banque_finance,5657167292,node,Tangarfa Exchange Currency Echange Point Bureau de Change,bank,33.5851407,-7.6071082,Boulevard de la Résistance,,,,7233.0,15.0,67.0,0.776
banque_finance,5657167293,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5852301,-7.6069124,,,,,7232.0,25.0,47.0,0.76
banque_finance,5657167294,node,CIH Bank القرض العقاري والسياحي,bank,33.5852725,-7.6067729,Boulevard de la Résistance,,,,7229.0,25.0,34.0,0.76
banque_finance,5657167296,node,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,bank,33.5924203,-7.6034752,,,,,7785.0,14.0,113.0,0.778
banque_finance,5657167309,node,Attijariwafa Bank التجاري وفا بنك,bank,33.5912696,-7.6083782,Rue de Karachi,,,,7882.0,418.0,12.0,0.48
